t	r
0	0.375141
0	0.382347
0	0.386906
0	0.389278
0	0.391442
0	0.394442
0	0.398712
0	0.402982
0	0.405248
0	0.405241
0	0.405564
0	0.406474
0	0.406015
0	0.404553
0	0.404375
0	0.406487
0	0.408495
0	0.409669
0	0.410554
0	0.410899
0	0.41066
0	0.409696
0	0.407626
0	0.403938
0	0.398584
0	0.392859
0	0.388019
0	0.383454
0	0.377687
0	0.370929
0	0.364032
0	0.357502
0	0.350657
0	0.342338
0	0.335164
0	0.328771
0	0.321118
0	0.312233
0	0.303184
0	0.29475
0	0.286025
0	0.278257
0	0.271999
0	0.267109
0	0.264409
0	0.262637
0	0.261639
0	0.262301
0	0.264125
0	0.26804
0	0.27293
0	0.276779
0	0.280729
0	0.284776
0	0.28829
0	0.291701
0	0.295677
0	0.300984
0	0.308999
0	0.320374
0	0.331386
0	0.340605
0	0.350637
0	0.362169
0	0.374208
0	0.386344
0	0.398174
0	0.410576
0	0.422254
0	0.432215
0	0.44202
0	0.450922
0	0.456794
0	0.458641
0	0.458688
0	0.459834
0	0.463303
0	0.466122
0	0.465605
0	0.463509
0	0.46052
0	0.456569
0	0.453466
0	0.450745
0	0.448382
0	0.446652
0	0.444627
0	0.441887
0	0.436911
0	0.430334
0	0.421458
0	0.411405
0	0.402221
0	0.392937
0	0.383301
0	0.37178
0	0.358743
0	0.346602
0	0.336225
0	0.326737
0	0.31873
0	0.312514
0	0.307715
0	0.303531
0	0.296716
0	0.287899
0	0.278864
0	0.26927
0	0.260678
0	0.25238
0	0.243728
0	0.234347
0	0.224463
0	0.215545
0	0.2063
0	0.196937
0	0.18906
0	0.183145
0	0.179197
0	0.177849
0	0.179246
0	0.182544
0	0.18731
0	0.193752
0	0.203109
0	0.214973
0	0.228149
0	0.242002
0	0.257555
0	0.276387
0	0.29728
0	0.319507
0	0.342473
0	0.366945
0	0.391393
0	0.414814
0	0.438016
0	0.460474
0	0.480547
0	0.498388
0	0.516554
0	0.534593
0	0.551425
0	0.567418
0	0.582194
0	0.594015
0	0.604536
0	0.614052
0	0.622268
0	0.62965
0	0.634465
0	0.636278
0	0.636111
0	0.634392
0	0.631312
0	0.626909
0	0.620894
0	0.613834
0	0.605468
0	0.59664
0	0.588249
0	0.577768
0	0.564476
0	0.549005
0	0.532109
0	0.515738
0	0.499739
0	0.482978
0	0.466541
0	0.448713
0	0.4294
0	0.41028
0	0.391264
0	0.373163
0	0.356384
0	0.341409
0	0.326767
0	0.312643
0	0.301412
0	0.292645
0	0.285484
0	0.282118
0	0.280997
0	0.27972
0	0.277971
0	0.275952
0	0.27368
0	0.271163
0	0.269859
0	0.269773
0	0.270404
0	0.270784
0	0.271848
0	0.273563
0	0.274118
0	0.273673
0	0.272845
0	0.273638
0	0.274921
0	0.276468
0	0.278552
0	0.281186
0	0.285007
0	0.289092
0	0.295275
0	0.303383
0	0.311947
0	0.321699
0	0.332374
0	0.34263
0	0.352157
0	0.36092
0	0.368472
0	0.375236
0	0.379682
0	0.38084
0	0.380375
0	0.381091
0	0.383404
0	0.383987
0	0.382788
0	0.381258
0	0.381283
0	0.382735
0	0.383479
0	0.382307
0	0.37913
0	0.375552
0	0.370784
0	0.364981
0	0.360649
0	0.357903
0	0.355633
0	0.354864
0	0.354994
0	0.355792
0	0.357789
0	0.35841
0	0.35881
0	0.360184
0	0.362249
0	0.363672
0	0.364696
0	0.368897
0	0.374854
0	0.379393
0	0.381706
0	0.382149
0	0.381931
0	0.382211
0	0.382246
0	0.382137
0	0.383797
0	0.387504
0	0.392777
0	0.39754
0	0.400219
0	0.399192
0	0.394832
0	0.388777
0	0.382477
0	0.377075
0	0.370481
0	0.362076
0	0.353056
0	0.344257
0	0.335975
0	0.328439
0	0.324086
0	0.323004
0	0.322658
0	0.322998
0	0.324254
0	0.32681
0	0.33011
0	0.334922
0	0.341418
0	0.348647
0	0.35669
0	0.363538
0	0.367604
0	0.370693
0	0.372909
0	0.373709
0	0.373725
0	0.374895
0	0.37863
0	0.382418
0	0.384394
0	0.385297
0	0.385881
0	0.387055
0	0.389046
0	0.392371
0	0.396348
0	0.397943
0	0.397732
0	0.396459
0	0.393394
0	0.38992
0	0.386948
0	0.382586
0	0.376773
0	0.370452
0	0.363713
0	0.356787
0	0.35037
0	0.345164
0	0.340818
0	0.336616
0	0.332871
0	0.329829
0	0.326525
0	0.322887
0	0.319238
0	0.314861
0	0.310064
0	0.3059
0	0.303604
0	0.302165
0	0.300982
0	0.302005
0	0.303707
0	0.30417
0	0.304372
0	0.305574
0	0.305995
0	0.305853
0	0.307993
0	0.313177
0	0.319871
0	0.325395
0	0.33069
0	0.335359
0	0.339519
0	0.344214
0	0.348561
0	0.352407
0	0.354834
0	0.354858
0	0.353622
0	0.352745
0	0.351397
0	0.349232
0	0.348989
0	0.351067
0	0.353132
0	0.357471
0	0.364031
0	0.372659
0	0.384805
0	0.397899
0	0.411621
0	0.426
0	0.439617
0	0.451128
0	0.459612
0	0.465738
0	0.470331
0	0.474946
0	0.480003
0	0.483815
0	0.485218
0	0.484174
0	0.481504
0	0.477271
0	0.473262
0	0.469706
0	0.46587
0	0.464492
0	0.463253
0	0.460569
0	0.457574
0	0.452453
0	0.446019
0	0.438131
0	0.430155
0	0.422193
0	0.412608
0	0.403602
0	0.39765
0	0.393121
0	0.387769
0	0.381733
0	0.375185
0	0.368548
0	0.363831
0	0.362264
0	0.361421
0	0.360114
0	0.359
0	0.35883
0	0.360164
0	0.361756
0	0.364432
0	0.370185
0	0.377316
0	0.384766
0	0.392621
0	0.398534
0	0.402481
0	0.407937
0	0.413758
0	0.417927
0	0.420948
0	0.424971
0	0.429123
0	0.431601
0	0.433368
0	0.434984
0	0.436131
0	0.436168
0	0.436039
0	0.437023
0	0.438024
0	0.439017
0	0.441957
0	0.445382
0	0.447935
0	0.449655
0	0.450906
0	0.452854
0	0.457013
0	0.462549
0	0.467009
0	0.470185
0	0.473574
0	0.477948
0	0.481235
0	0.483498
0	0.484827
0	0.485641
0	0.488544
0	0.491994
0	0.49336
0	0.492419
0	0.489982
0	0.486499
0	0.482709
0	0.479424
0	0.477382
0	0.476369
0	0.475105
0	0.472837
0	0.469516
0	0.464115
0	0.456772
0	0.448412
0	0.439244
0	0.429263
0	0.417884
0	0.404587
0	0.390613
0	0.377626
0	0.363732
0	0.349857
0	0.337488
0	0.325733
0	0.315246
0	0.305548
0	0.297681
0	0.291685
0	0.285155
0	0.27766
0	0.270597
0	0.263497
0	0.256039
0	0.250736
0	0.247947
0	0.24723
0	0.246896
0	0.246832
0	0.246849
0	0.244929
0	0.24201
0	0.238565
0	0.235406
0	0.233443
0	0.232723
0	0.233447
0	0.23572
0	0.240584
0	0.248279
0	0.258849
0	0.270176
0	0.28121
0	0.292291
0	0.30398
0	0.316215
0	0.32854
0	0.342061
0	0.357273
0	0.373952
0	0.391513
0	0.409171
0	0.426227
0	0.442024
0	0.455598
0	0.466896
0	0.475701
0	0.483499
0	0.490785
0	0.496157
0	0.49878
0	0.49813
0	0.495318
0	0.490569
0	0.484578
0	0.478132
0	0.470377
0	0.462718
0	0.454919
0	0.44572
0	0.435455
0	0.425733
0	0.417388
0	0.408805
0	0.401315
0	0.394737
0	0.387281
0	0.380884
0	0.375821
0	0.369897
0	0.36375
0	0.358459
0	0.353391
0	0.348864
0	0.345617
0	0.343686
0	0.342877
0	0.342818
0	0.343211
0	0.343381
0	0.342486
0	0.34174
0	0.342404
0	0.343105
0	0.343959
0	0.345479
0	0.347368
0	0.348748
0	0.349871
0	0.35113
0	0.352693
0	0.35417
0	0.356628
0	0.361122
0	0.366746
0	0.371605
0	0.374661
0	0.377353
0	0.378499
0	0.37759
0	0.376464
0	0.37473
0	0.371825
0	0.3691
0	0.36836
0	0.367218
0	0.364397
0	0.361783
0	0.359348
0	0.358523
0	0.357719
0	0.356077
0	0.353554
0	0.347403
0	0.337317
0	0.32496
0	0.311269
0	0.298018
0	0.286903
0	0.276725
0	0.266768
0	0.257681
0	0.250517
0	0.245315
0	0.240802
0	0.238167
0	0.238664
0	0.24045
0	0.242524
0	0.244878
0	0.247536
0	0.250702
0	0.254987
0	0.261535
0	0.267573
0	0.273002
0	0.279455
0	0.286276
0	0.293887
0	0.300751
0	0.306268
0	0.312148
0	0.316989
0	0.318288
0	0.317313
0	0.316594
0	0.315926
0	0.31412
0	0.311942
0	0.310382
0	0.308135
0	0.307416
0	0.309647
0	0.312588
0	0.314763
0	0.316166
0	0.316042
0	0.315799
0	0.319016
0	0.32433
0	0.330193
0	0.337618
0	0.346116
0	0.354505
0	0.362283
0	0.368296
0	0.373107
0	0.378479
0	0.3844
0	0.389632
0	0.394009
0	0.398551
0	0.404326
0	0.411289
0	0.418037
0	0.424331
0	0.428587
0	0.429453
0	0.43158
0	0.435938
0	0.441976
0	0.449973
0	0.458578
0	0.466957
0	0.475407
0	0.485216
0	0.49468
0	0.503527
0	0.512138
0	0.519654
0	0.527445
0	0.535209
0	0.541027
0	0.54437
0	0.544806
0	0.54425
0	0.541087
0	0.534031
0	0.526477
0	0.518745
0	0.509827
0	0.500246
0	0.490178
0	0.479464
0	0.468409
0	0.457546
0	0.447157
0	0.43763
0	0.427341
0	0.41567
0	0.403124
0	0.389049
0	0.374487
0	0.360217
0	0.346274
0	0.333867
0	0.324565
0	0.318804
0	0.313037
0	0.305593
0	0.299032
0	0.29192
0	0.282335
0	0.271377
0	0.261544
0	0.253178
0	0.244794
0	0.237071
0	0.230322
0	0.223826
0	0.218719
0	0.213719
0	0.209208
0	0.206029
0	0.203796
0	0.203732
0	0.204582
0	0.205955
0	0.209129
0	0.213662
0	0.220122
0	0.229
0	0.240386
0	0.255226
0	0.27219
0	0.28919
0	0.306795
0	0.325565
0	0.343547
0	0.358676
0	0.370872
0	0.383307
0	0.397442
0	0.41109
0	0.422337
0	0.431624
0	0.439862
0	0.448695
0	0.46088
0	0.474666
0	0.486111
0	0.496516
0	0.50712
0	0.516759
0	0.52566
0	0.534533
0	0.543
0	0.55016
0	0.555668
0	0.558851
0	0.557375
0	0.550867
0	0.54147
0	0.530921
0	0.521474
0	0.513191
0	0.504728
0	0.494268
0	0.48187
0	0.467128
0	0.447977
0	0.426915
0	0.40615
0	0.384222
0	0.36244
0	0.343451
0	0.326779
0	0.310785
0	0.294819
0	0.279452
0	0.265023
0	0.252009
0	0.239325
0	0.227561
0	0.219569
0	0.213694
0	0.206997
0	0.200792
0	0.194658
0	0.187698
0	0.182322
0	0.178514
0	0.175356
0	0.173287
0	0.171903
0	0.169862
0	0.168234
0	0.168289
0	0.170288
0	0.173609
0	0.177557
0	0.183181
0	0.190027
0	0.198535
0	0.207885
0	0.218068
0	0.230889
0	0.24601
0	0.261627
0	0.276578
0	0.292201
0	0.309112
0	0.325602
0	0.34099
0	0.354628
0	0.367139
0	0.379355
0	0.391841
0	0.40556
0	0.418738
0	0.430364
0	0.43957
0	0.445228
0	0.450268
0	0.45698
0	0.463561
0	0.469816
0	0.476412
0	0.483371
0	0.489997
0	0.494753
0	0.497577
0	0.497893
0	0.495138
0	0.490742
0	0.484798
0	0.476943
0	0.468048
0	0.45842
0	0.448117
0	0.438236
0	0.429129
0	0.41993
0	0.409293
0	0.396677
0	0.382935
0	0.368641
0	0.352335
0	0.333307
0	0.315419
0	0.300822
0	0.286884
0	0.27316
0	0.261428
0	0.251256
0	0.24057
0	0.230089
0	0.220811
0	0.212504
0	0.205185
0	0.200686
0	0.198977
0	0.198507
0	0.198893
0	0.199107
0	0.201531
0	0.204096
0	0.206016
0	0.211472
0	0.218495
0	0.22486
0	0.231008
0	0.238265
0	0.24662
0	0.256252
0	0.26661
0	0.276695
0	0.287515
0	0.299521
0	0.312442
0	0.325901
0	0.339116
0	0.352517
0	0.366888
0	0.380829
0	0.394881
0	0.40801
0	0.419136
0	0.430858
0	0.441128
0	0.448669
0	0.457638
0	0.466935
0	0.474283
0	0.482436
0	0.490062
0	0.494998
0	0.499192
0	0.503433
0	0.506121
0	0.507002
0	0.508289
0	0.509323
0	0.509388
0	0.510079
0	0.510236
0	0.508877
0	0.507123
0	0.503861
0	0.49853
0	0.490782
0	0.479811
0	0.466474
0	0.451834
0	0.437376
0	0.425513
0	0.414994
0	0.402958
0	0.391267
0	0.380353
0	0.368554
0	0.356435
0	0.343379
0	0.329561
0	0.315926
0	0.301577
0	0.286138
0	0.271261
0	0.258084
0	0.245986
0	0.234577
0	0.223332
0	0.21356
0	0.205865
0	0.198754
0	0.191454
0	0.18509
0	0.182713
0	0.184493
0	0.187962
0	0.192376
0	0.198308
0	0.204648
0	0.210753
0	0.219154
0	0.230718
0	0.244751
0	0.260672
0	0.275869
0	0.290034
0	0.304242
0	0.319097
0	0.336117
0	0.354563
0	0.37262
0	0.389967
0	0.40537
0	0.417496
0	0.42846
0	0.439313
0	0.450242
0	0.461265
0	0.471848
0	0.480742
0	0.486903
0	0.492167
0	0.497516
0	0.502463
0	0.507223
0	0.510927
0	0.513172
0	0.514687
0	0.515451
0	0.514668
0	0.511338
0	0.506949
0	0.503097
0	0.499595
0	0.496054
0	0.49276
0	0.489355
0	0.484679
0	0.479502
0	0.47499
0	0.47033
0	0.463992
0	0.457633
0	0.45186
0	0.444981
0	0.438257
0	0.433123
0	0.428689
0	0.42361
0	0.418088
0	0.410631
0	0.402865
0	0.396847
0	0.391967
0	0.389722
0	0.387541
0	0.383985
0	0.379763
0	0.374578
0	0.368984
0	0.363302
0	0.358108
0	0.351224
0	0.342263
0	0.333549
0	0.32581
0	0.318767
0	0.312833
0	0.308497
0	0.305877
0	0.302709
0	0.296577
0	0.288623
0	0.281897
0	0.278253
0	0.2767
0	0.275784
0	0.27541
0	0.275181
0	0.275536
0	0.278198
0	0.282018
0	0.286309
0	0.291082
0	0.295602
0	0.30065
0	0.30538
0	0.311579
0	0.320573
0	0.331012
0	0.343138
0	0.357306
0	0.373142
0	0.389262
0	0.403936
0	0.416294
0	0.427971
0	0.43972
0	0.450666
0	0.460253
0	0.468357
0	0.475966
0	0.482991
0	0.486615
0	0.48549
0	0.482015
0	0.477276
0	0.47111
0	0.463668
0	0.453998
0	0.443148
0	0.431841
0	0.418056
0	0.401802
0	0.385953
0	0.371655
0	0.359639
0	0.349449
0	0.339711
0	0.330665
0	0.32134
0	0.312431
0	0.305055
0	0.298641
0	0.293052
0	0.285305
0	0.275155
0	0.26595
0	0.257724
0	0.248901
0	0.239339
0	0.230152
0	0.2235
0	0.220102
0	0.219931
0	0.222915
0	0.227001
0	0.230694
0	0.235269
0	0.241392
0	0.24824
0	0.256938
0	0.268546
0	0.280397
0	0.291861
0	0.304242
0	0.315974
0	0.326748
0	0.336766
0	0.346188
0	0.356593
0	0.36887
0	0.381677
0	0.39352
0	0.40627
0	0.420017
0	0.432785
0	0.443546
0	0.4537
0	0.464296
0	0.474511
0	0.483274
0	0.489987
0	0.493946
0	0.494961
0	0.494137
0	0.492846
0	0.490423
0	0.487463
0	0.486714
0	0.487054
0	0.485737
0	0.482216
0	0.478488
0	0.476529
0	0.474397
0	0.471772
0	0.470981
0	0.470828
0	0.468828
0	0.463761
0	0.456822
0	0.448104
0	0.438648
0	0.428497
0	0.417093
0	0.406662
0	0.397542
0	0.388989
0	0.382101
0	0.3776
0	0.374501
0	0.371878
0	0.369336
0	0.367491
0	0.368025
0	0.370306
0	0.372426
0	0.373479
0	0.374445
0	0.376006
0	0.376894
0	0.377116
0	0.377966
0	0.379778
0	0.382119
0	0.384701
0	0.388252
0	0.392034
0	0.396033
0	0.400413
0	0.402131
0	0.4007
0	0.397219
0	0.391812
0	0.38607
0	0.380374
0	0.374426
0	0.367555
0	0.359813
0	0.352257
0	0.34444
0	0.33905
0	0.336737
0	0.334728
0	0.332133
0	0.328173
0	0.323689
0	0.317803
0	0.311254
0	0.305297
0	0.298147
0	0.291823
0	0.28727
0	0.281595
0	0.274173
0	0.26727
0	0.259829
0	0.25243
0	0.247343
0	0.243067
0	0.238826
0	0.2377
0	0.241459
0	0.247809
0	0.257065
0	0.26785
0	0.277973
0	0.289783
0	0.302412
0	0.316137
0	0.332662
0	0.350474
0	0.368328
0	0.386092
0	0.404796
0	0.424768
0	0.446342
0	0.469359
0	0.491861
0	0.51303
0	0.533878
0	0.554292
0	0.57069
0	0.581945
0	0.592112
0	0.6
0	0.604245
0	0.607778
0	0.6098
0	0.609825
0	0.609435
0	0.607613
0	0.605459
0	0.602032
0	0.594564
0	0.586682
0	0.577881
0	0.565473
0	0.551148
0	0.53535
0	0.516714
0	0.497612
0	0.478933
0	0.458697
0	0.437056
0	0.414422
0	0.393888
0	0.37451
0	0.354343
0	0.336298
0	0.320549
0	0.30568
0	0.291522
0	0.2793
0	0.268209
0	0.258162
0	0.248889
0	0.238959
0	0.230826
0	0.226431
0	0.223544
0	0.220157
0	0.215269
0	0.210094
0	0.207116
0	0.206571
0	0.209343
0	0.214791
0	0.221325
0	0.229305
0	0.239886
0	0.2525
0	0.265648
0	0.278982
0	0.292935
0	0.30752
0	0.321664
0	0.33409
0	0.344697
0	0.352965
0	0.360067
0	0.369667
0	0.380926
0	0.389786
0	0.396105
0	0.401501
0	0.407512
0	0.413678
0	0.418583
0	0.421248
0	0.422522
0	0.425363
0	0.429078
0	0.432718
0	0.436437
0	0.438046
0	0.438906
0	0.440067
0	0.440229
0	0.440435
0	0.440128
0	0.438962
0	0.438648
0	0.439057
0	0.437763
0	0.434584
0	0.431373
0	0.429007
0	0.426621
0	0.422621
0	0.416693
0	0.409082
0	0.400486
0	0.391314
0	0.382212
0	0.374967
0	0.36997
0	0.366642
0	0.364909
0	0.363672
0	0.359423
0	0.35288
0	0.3463
0	0.340053
0	0.334133
0	0.328331
0	0.324997
0	0.323149
0	0.32156
0	0.321026
0	0.320713
0	0.320713
0	0.322133
0	0.324157
0	0.326833
0	0.331542
0	0.337801
0	0.344132
0	0.349399
0	0.354318
0	0.358139
0	0.360031
0	0.36094
0	0.361913
0	0.363172
0	0.363799
0	0.364581
0	0.36627
0	0.366547
0	0.366813
0	0.369854
0	0.373218
0	0.374989
0	0.376897
0	0.37822
0	0.377576
0	0.375415
0	0.371746
0	0.368278
0	0.366001
0	0.365083
0	0.366236
0	0.367932
0	0.369666
0	0.37208
0	0.373668
0	0.373814
0	0.374615
0	0.376983
0	0.37869
0	0.380282
0	0.383653
0	0.386291
0	0.386932
0	0.387276
0	0.388158
0	0.389126
0	0.390507
0	0.391087
0	0.388821
0	0.385445
0	0.382793
0	0.381223
0	0.379059
0	0.376754
0	0.375316
0	0.373397
0	0.37106
0	0.368322
0	0.36584
0	0.363937
0	0.361782
0	0.358538
0	0.356823
0	0.357321
0	0.358068
0	0.360222
0	0.362143
0	0.363705
0	0.365362
0	0.366865
0	0.367755
0	0.368778
0	0.371099
0	0.373514
0	0.377063
0	0.38153
0	0.386186
0	0.3925
0	0.399533
0	0.405849
0	0.412241
0	0.418379
0	0.423682
0	0.426967
0	0.428864
0	0.430286
0	0.431088
0	0.433496
0	0.436068
0	0.438339
0	0.442038
0	0.44628
0	0.449813
0	0.451319
0	0.451147
0	0.449809
0	0.447148
0	0.443637
0	0.440129
0	0.436735
0	0.432652
0	0.426965
0	0.420222
0	0.413494
0	0.407255
0	0.401337
0	0.394006
0	0.386486
0	0.381212
0	0.377439
0	0.375033
0	0.373118
0	0.370852
0	0.368637
0	0.365293
0	0.361
0	0.355529
0	0.348143
0	0.339714
0	0.331356
0	0.321925
0	0.310939
0	0.299797
0	0.28898
0	0.279095
0	0.270926
0	0.265077
0	0.261135
0	0.257407
0	0.251767
0	0.24673
0	0.245262
0	0.244398
0	0.243199
0	0.243578
0	0.246448
0	0.252272
0	0.25906
0	0.265844
0	0.272553
0	0.280068
0	0.288684
0	0.297025
0	0.306206
0	0.314981
0	0.321248
0	0.325759
0	0.330133
0	0.33502
0	0.33867
0	0.341308
0	0.34271
0	0.34282
0	0.343352
0	0.34341
0	0.341823
0	0.34076
0	0.341413
0	0.343063
0	0.345988
0	0.350359
0	0.35485
0	0.360707
0	0.36739
0	0.371257
0	0.374753
0	0.379512
0	0.383861
0	0.38849
0	0.394527
0	0.399473
0	0.402885
0	0.405944
0	0.409689
0	0.414906
0	0.420881
0	0.427222
0	0.432974
0	0.439077
0	0.446022
0	0.454317
0	0.46332
0	0.471347
0	0.478464
0	0.484323
0	0.48923
0	0.493213
0	0.495692
0	0.49596
0	0.494994
0	0.492173
0	0.487892
0	0.483781
0	0.478424
0	0.471417
0	0.464419
0	0.455655
0	0.445983
0	0.438849
0	0.432872
0	0.425616
0	0.415504
0	0.403365
0	0.390064
0	0.376431
0	0.363468
0	0.351536
0	0.340252
0	0.32933
0	0.319488
0	0.309506
0	0.299415
0	0.290409
0	0.283389
0	0.27916
0	0.275287
0	0.270425
0	0.265459
0	0.262063
0	0.261143
0	0.261939
0	0.263312
0	0.264778
0	0.265436
0	0.266397
0	0.269776
0	0.274948
0	0.281064
0	0.287804
0	0.295518
0	0.303555
0	0.310877
0	0.318657
0	0.325651
0	0.331674
0	0.337579
0	0.344452
0	0.352963
0	0.359155
0	0.362815
0	0.366045
0	0.370836
0	0.378708
0	0.387627
0	0.396893
0	0.405401
0	0.413359
0	0.421516
0	0.431105
0	0.442005
0	0.452206
0	0.460815
0	0.468049
0	0.474007
0	0.477312
0	0.478387
0	0.476947
0	0.473905
0	0.470802
0	0.466564
0	0.459878
0	0.451367
0	0.442511
0	0.434066
0	0.424041
0	0.411033
0	0.396692
0	0.382028
0	0.367267
0	0.351593
0	0.33494
0	0.318743
0	0.303264
0	0.289959
0	0.280045
0	0.272328
0	0.266862
0	0.264859
0	0.264891
0	0.266113
0	0.269425
0	0.274068
0	0.279582
0	0.285923
0	0.293775
0	0.3044
0	0.316224
0	0.32864
0	0.341892
0	0.357828
0	0.378459
0	0.400715
0	0.422389
0	0.441712
0	0.459482
0	0.479197
0	0.499343
0	0.51855
0	0.536771
0	0.554041
0	0.56987
0	0.581974
0	0.590458
0	0.598429
0	0.605876
0	0.610881
0	0.613843
0	0.614892
0	0.612677
0	0.607993
0	0.599938
0	0.586624
0	0.571382
0	0.55424
0	0.534892
0	0.514862
0	0.493251
0	0.469266
0	0.445378
0	0.422736
0	0.400833
0	0.379153
0	0.357437
0	0.336404
0	0.315655
0	0.295652
0	0.276793
0	0.259076
0	0.243673
0	0.229775
0	0.215895
0	0.203866
0	0.193806
0	0.184716
0	0.176513
0	0.170441
0	0.167922
0	0.168057
0	0.17045
0	0.175395
0	0.182129
0	0.188894
0	0.195944
0	0.205268
0	0.216605
0	0.230427
0	0.247169
0	0.265607
0	0.283595
0	0.30155
0	0.321298
0	0.342325
0	0.363465
0	0.383142
0	0.401392
0	0.42028
0	0.439518
0	0.45783
0	0.474264
0	0.487477
0	0.496741
0	0.501985
0	0.504042
0	0.504128
0	0.504605
0	0.505601
0	0.5062
0	0.504833
0	0.501719
0	0.497065
0	0.490618
0	0.483631
0	0.475765
0	0.466503
0	0.455951
0	0.444845
0	0.434278
0	0.425244
0	0.417539
0	0.411584
0	0.408016
0	0.406105
0	0.404499
0	0.403349
0	0.402869
0	0.401839
0	0.401535
0	0.402635
0	0.403405
0	0.403698
0	0.405275
0	0.409394
0	0.414184
0	0.417597
0	0.420095
0	0.420731
0	0.419286
0	0.418025
0	0.417859
0	0.419048
0	0.419075
0	0.416446
0	0.413722
0	0.411678
0	0.409726
0	0.406504
0	0.401245
0	0.394656
0	0.388311
0	0.383472
0	0.376939
0	0.368669
0	0.360284
0	0.351745
0	0.343449
0	0.336878
0	0.332
0	0.327161
0	0.321712
0	0.315103
0	0.30722
0	0.298987
0	0.293227
0	0.29007
0	0.289064
0	0.290024
0	0.291812
0	0.294242
0	0.297272
0	0.301386
0	0.306544
0	0.310841
0	0.314292
0	0.318567
0	0.324815
0	0.332742
0	0.340866
0	0.350489
0	0.362035
0	0.373429
0	0.384307
0	0.396299
0	0.40895
0	0.419583
0	0.428567
0	0.435806
0	0.439162
0	0.439819
0	0.437631
0	0.433761
0	0.43084
0	0.428786
0	0.427775
0	0.425382
0	0.420465
0	0.416468
0	0.413771
0	0.410002
0	0.405616
0	0.400365
0	0.395234
0	0.393169
0	0.393368
0	0.394256
0	0.396617
0	0.400356
0	0.404839
0	0.408678
0	0.411151
0	0.413392
0	0.415176
0	0.415031
0	0.412508
0	0.409747
0	0.407806
0	0.406344
0	0.405188
0	0.403198
0	0.399946
0	0.396113
0	0.391784
0	0.385719
0	0.376856
0	0.365514
0	0.353234
0	0.341601
0	0.332765
0	0.326012
0	0.31897
0	0.311704
0	0.30426
0	0.29517
0	0.284176
0	0.27366
0	0.264695
0	0.259345
0	0.26013
0	0.263671
0	0.267748
0	0.274211
0	0.282803
0	0.291977
0	0.301428
0	0.310372
0	0.318513
0	0.326007
0	0.33234
0	0.338344
0	0.344684
0	0.350969
0	0.357052
0	0.363443
0	0.370777
0	0.379198
0	0.38682
0	0.392406
0	0.398143
0	0.403726
0	0.408294
0	0.412263
0	0.416515
0	0.422401
0	0.427483
0	0.432415
0	0.43837
0	0.445207
0	0.454245
0	0.462666
0	0.469147
0	0.47374
0	0.476615
0	0.478656
0	0.481265
0	0.484256
0	0.486061
0	0.487229
0	0.487081
0	0.486671
0	0.487296
0	0.490194
0	0.493275
0	0.493684
0	0.491721
0	0.487445
0	0.480881
0	0.471335
0	0.461135
0	0.452597
0	0.44545
0	0.439138
0	0.432568
0	0.425667
0	0.418271
0	0.41029
0	0.402855
0	0.398045
0	0.394473
0	0.390325
0	0.387755
0	0.385521
0	0.384525
0	0.386689
0	0.391345
0	0.39963
0	0.409567
0	0.419278
0	0.428291
0	0.435912
0	0.441207
0	0.443619
0	0.444028
0	0.442878
0	0.441163
0	0.438054
0	0.432103
0	0.422402
0	0.409925
0	0.399006
0	0.388026
0	0.37511
0	0.362831
0	0.35093
0	0.338659
0	0.326011
0	0.311769
0	0.295633
0	0.279544
0	0.2649
0	0.252103
0	0.240735
0	0.231766
0	0.224708
0	0.21927
0	0.21534
0	0.212229
0	0.212396
0	0.216082
0	0.219411
0	0.221781
0	0.224321
0	0.226825
0	0.229916
0	0.232656
0	0.235542
0	0.240857
0	0.248939
0	0.258702
0	0.267924
0	0.276403
0	0.283933
0	0.291839
0	0.301059
0	0.308797
0	0.314909
0	0.320308
0	0.324248
0	0.327831
0	0.332747
0	0.337722
0	0.342183
0	0.34681
0	0.351876
0	0.357847
0	0.363444
0	0.366729
0	0.366777
0	0.363759
0	0.360985
0	0.358648
0	0.356045
0	0.354047
0	0.351169
0	0.345454
0	0.33906
0	0.33359
0	0.328835
0	0.326621
0	0.326524
0	0.328261
0	0.332274
0	0.3383
0	0.344247
0	0.349178
0	0.352585
0	0.35454
0	0.356237
0	0.359043
0	0.3641
0	0.370017
0	0.376448
0	0.380948
0	0.38391
0	0.386303
0	0.386543
0	0.386441
0	0.386401
0	0.385593
0	0.38463
0	0.385662
0	0.388167
0	0.390297
0	0.391264
0	0.390591
0	0.389732
0	0.388341
0	0.384204
0	0.377192
0	0.368909
0	0.358958
0	0.348392
0	0.340478
0	0.335238
0	0.331622
0	0.330034
0	0.330058
0	0.329584
0	0.329285
0	0.329949
0	0.330002
0	0.329071
0	0.327587
0	0.326518
0	0.325168
0	0.322258
0	0.319166
0	0.317779
0	0.316658
0	0.314677
0	0.313006
0	0.312078
0	0.311916
0	0.311436
0	0.312458
0	0.31703
0	0.322276
0	0.327636
0	0.335104
0	0.344773
0	0.355139
0	0.365637
0	0.376067
0	0.386447
0	0.396814
0	0.404698
0	0.408931
0	0.412078
0	0.416707
0	0.422161
0	0.427184
0	0.43039
0	0.432116
0	0.434937
0	0.439476
0	0.444248
0	0.448897
0	0.453938
0	0.458724
0	0.463243
0	0.468153
0	0.472975
0	0.477161
